country,study_id,region,age_low,age_high,gender,population,date,age_breakdown,gender_breakdown,for_regional_analysis,reference
England,GBR2,East,19,20,Male,34220,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,20,21,Female,30552,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,20,21,Male,32818,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,21,22,Female,31488,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,21,22,Male,34051,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,22,23,Female,34621,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,22,23,Male,36739,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,23,24,Female,34796,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,23,24,Male,36976,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,24,25,Female,35908,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,24,25,Male,37817,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,25,26,Female,36772,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,25,26,Male,39075,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,26,27,Female,36678,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,26,27,Male,38432,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,27,28,Female,37836,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,27,28,Male,38584,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,28,29,Female,39197,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,28,29,Male,39272,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,29,30,Female,38823,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,29,30,Male,38340,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,30,31,Female,38522,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,30,31,Male,38749,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,31,32,Female,39115,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,31,32,Male,38133,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,32,33,Female,38661,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,32,33,Male,37597,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,33,34,Female,39577,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,33,34,Male,37627,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,34,35,Female,40574,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,34,35,Male,38760,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,35,36,Female,40979,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,35,36,Male,39118,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,36,37,Female,41188,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,36,37,Male,39867,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,37,38,Female,39977,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,37,38,Male,38777,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,38,39,Female,37485,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,38,39,Male,36324,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,39,40,Female,37106,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,39,40,Male,36431,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,40,41,Female,37659,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,40,41,Male,37291,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,41,42,Female,39257,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,41,42,Male,38050,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,42,43,Female,39878,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,42,43,Male,38611,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,43,44,Female,41174,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,43,44,Male,40551,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,44,45,Female,42872,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,44,45,Male,41942,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,45,46,Female,44420,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,45,46,Male,42897,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,46,47,Female,42931,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,46,47,Male,42343,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,47,48,Female,44345,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,47,48,Male,43593,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,48,49,Female,44931,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,48,49,Male,43102,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,49,50,Female,44952,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,49,50,Male,44290,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,50,51,Female,45724,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,50,51,Male,44314,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,51,52,Female,45299,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,51,52,Male,44328,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,52,53,Female,44918,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,52,53,Male,43552,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,53,54,Female,43658,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,53,54,Male,42771,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,54,55,Female,42537,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,54,55,Male,41882,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,55,56,Female,41017,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,55,56,Male,40633,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,56,57,Female,38850,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,56,57,Male,38616,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,57,58,Female,38350,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,57,58,Male,37634,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,58,59,Female,37601,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,58,59,Male,36966,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,59,60,Female,36250,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,59,60,Male,35542,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,60,61,Female,35360,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,60,61,Male,34204,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,61,62,Female,34503,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,61,62,Male,32586,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,62,63,Female,34982,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,62,63,Male,32890,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,63,64,Female,34066,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,63,64,Male,32552,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,64,65,Female,33634,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,64,65,Male,31562,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,65,66,Female,33870,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,65,66,Male,31534,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,66,67,Female,34699,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,66,67,Male,32587,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,67,68,Female,35842,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,67,68,Male,33528,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,68,69,Female,38387,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,68,69,Male,36106,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,69,70,Female,43460,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,69,70,Male,39748,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,70,71,Female,32345,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,70,71,Male,30477,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,71,72,Female,30873,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,71,72,Male,28925,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,72,73,Female,30609,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,72,73,Male,28717,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,73,74,Female,28795,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,73,74,Male,26112,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,74,75,Female,25264,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,74,75,Male,22835,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,75,76,Female,22222,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,75,76,Male,19622,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,76,77,Female,23406,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,76,77,Male,20470,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,77,78,Female,23407,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,77,78,Male,20228,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,78,79,Female,22408,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,78,79,Male,19843,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,79,80,Female,21430,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,79,80,Male,18613,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East,80,81,Female,20629,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
