country,study_id,age_low,age_high,region,gender,n_deaths,date_start_survey,date_end_survey,matching_with_sero,cumulative,age_breakdown,gender_breakdown,for_regional_analysis,time_series,ref,notes
Denmark,DNK1,0,59,all,female,5,1/1/20,22/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,1,1,0,0,https://www.sst.dk/da/corona/tal-og-overvaagning#5,
Denmark,DNK1,60,69,all,female,21,1/1/20,22/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,1,1,0,0,https://www.sst.dk/da/corona/tal-og-overvaagning#5,
Denmark,DNK1,70,79,all,female,47,1/1/20,22/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,1,1,0,0,https://www.sst.dk/da/corona/tal-og-overvaagning#5,
Denmark,DNK1,80,89,all,female,91,1/1/20,22/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,1,1,0,0,https://www.sst.dk/da/corona/tal-og-overvaagning#5,
Denmark,DNK1,90,999,all,female,80,1/1/20,22/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,1,1,0,0,https://www.sst.dk/da/corona/tal-og-overvaagning#5,
Denmark,DNK1,0,59,all,male,11,1/1/20,22/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,1,1,0,0,https://www.sst.dk/da/corona/tal-og-overvaagning#5,
Denmark,DNK1,60,69,all,male,33,1/1/20,22/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,1,1,0,0,https://www.sst.dk/da/corona/tal-og-overvaagning#5,
Denmark,DNK1,70,79,all,male,112,1/1/20,22/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,1,1,0,0,https://www.sst.dk/da/corona/tal-og-overvaagning#5,
Denmark,DNK1,80,89,all,male,122,1/1/20,22/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,1,1,0,0,https://www.sst.dk/da/corona/tal-og-overvaagning#5,
Denmark,DNK1,90,999,all,male,39,1/1/20,22/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,1,1,0,0,https://www.sst.dk/da/corona/tal-og-overvaagning#5,
Denmark,DNK1,0,999,Capital,both,322,1/1/20,22/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,0,0,1,0,https://www.sst.dk/da/corona/tal-og-overvaagning#5,
Denmark,DNK1,0,999,South DK & Zealand,both,148,1/1/20,22/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,0,0,1,0,https://www.sst.dk/da/corona/tal-og-overvaagning#5,
Denmark,DNK1,0,999,Central DK & North DK,both,91,1/1/20,22/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,0,0,1,0,https://www.sst.dk/da/corona/tal-og-overvaagning#5,
Switzerland,CHE1,0,10,Geneva,both,0,25/02/2020,25/05/2020,exact date available - extract from time series,yes,1,0,1,0,https://covid-19-schweiz.bagapps.ch/fr-1.html,
Switzerland,CHE1,10,20,Geneva,both,0,25/02/2020,25/05/2020,exact date available - extract from time series,yes,1,0,1,0,https://covid-19-schweiz.bagapps.ch/fr-1.html,
Switzerland,CHE1,20,30,Geneva,both,0,25/02/2020,25/05/2020,exact date available - extract from time series,yes,1,0,1,0,https://covid-19-schweiz.bagapps.ch/fr-1.html,
Switzerland,CHE1,30,40,Geneva,both,2,25/02/2020,25/05/2020,exact date available - extract from time series,yes,1,0,1,0,https://covid-19-schweiz.bagapps.ch/fr-1.html,
Switzerland,CHE1,40,50,Geneva,both,0,25/02/2020,25/05/2020,exact date available - extract from time series,yes,1,0,1,0,https://covid-19-schweiz.bagapps.ch/fr-1.html,
Switzerland,CHE1,50,60,Geneva,both,9,25/02/2020,25/05/2020,exact date available - extract from time series,yes,1,0,1,0,https://covid-19-schweiz.bagapps.ch/fr-1.html,
Switzerland,CHE1,60,70,Geneva,both,14,25/02/2020,25/05/2020,exact date available - extract from time series,yes,1,0,1,0,https://covid-19-schweiz.bagapps.ch/fr-1.html,
Switzerland,CHE1,70,80,Geneva,both,49,25/02/2020,25/05/2020,exact date available - extract from time series,yes,1,0,1,0,https://covid-19-schweiz.bagapps.ch/fr-1.html,
Switzerland,CHE1,80,999,Geneva,both,196,25/02/2020,25/05/2020,exact date available - extract from time series,yes,1,0,1,0,https://covid-19-schweiz.bagapps.ch/fr-1.html,
Switzerland,CHE1,0,999,Geneva,male,147,25/02/2020,25/05/2020,exact date available - extract from time series,yes,0,1,1,0,https://covid-19-schweiz.bagapps.ch/fr-1.html,
Switzerland,CHE1,0,999,Geneva,female,123,25/02/2020,25/05/2020,exact date available - extract from time series,yes,0,1,1,0,https://covid-19-schweiz.bagapps.ch/fr-1.html,
Iran,IRN1,0,999,Guilan,both,617,1/1/20,23/04/2020,exact date already extracted,yes,0,0,1,0,https://www.medrxiv.org/content/10.1101/2020.04.26.20079244v1,"Deaths only for province level, serosurvey was in 5 out of 16 counties of this province, with 3 high incidence 2 low incidence. Biased?. possible extra data, checking with persian speaker. http://corona.behdasht.gov.ir/page/25/%DA%AF%D8%B2%D8%A7%D8%B1%D9%87-%D8%A8%D8%B1%DA%AF%E2%80%8C%D9%87%D8%A7"
Iran,IRN1,0,10,all,female,0.6967784,1/1/20,13/03/2020,age distribution wrong date - use guilan totals to adjust,yes,1,1,0,0,,"digitized plot of % deaths by gender and age, 514 deaths included."
Iran,IRN1,10,20,all,female,1.0139164,1/1/20,13/03/2020,age distribution wrong date - use guilan totals to adjust,yes,1,1,0,0,,"digitized plot of % deaths by gender and age, 514 deaths included."
Iran,IRN1,20,30,all,female,2.49804,1/1/20,13/03/2020,age distribution wrong date - use guilan totals to adjust,yes,1,1,0,0,,"digitized plot of % deaths by gender and age, 514 deaths included."
Iran,IRN1,30,40,all,female,6.35304,1/1/20,13/03/2020,age distribution wrong date - use guilan totals to adjust,yes,1,1,0,0,,"digitized plot of % deaths by gender and age, 514 deaths included."
Iran,IRN1,40,50,all,female,7.84364,1/1/20,13/03/2020,age distribution wrong date - use guilan totals to adjust,yes,1,1,0,0,,"digitized plot of % deaths by gender and age, 514 deaths included."
Iran,IRN1,50,60,all,female,14.24808,1/1/20,13/03/2020,age distribution wrong date - use guilan totals to adjust,yes,1,1,0,0,,"digitized plot of % deaths by gender and age, 514 deaths included."
Iran,IRN1,60,70,all,female,27.2934,1/1/20,13/03/2020,age distribution wrong date - use guilan totals to adjust,yes,1,1,0,0,,"digitized plot of % deaths by gender and age, 514 deaths included."
Iran,IRN1,70,80,all,female,25.0318,1/1/20,13/03/2020,age distribution wrong date - use guilan totals to adjust,yes,1,1,0,0,,"digitized plot of % deaths by gender and age, 514 deaths included."
Iran,IRN1,80,999,all,female,18.45774,1/1/20,13/03/2020,age distribution wrong date - use guilan totals to adjust,yes,1,1,0,0,,"digitized plot of % deaths by gender and age, 514 deaths included."
Iran,IRN1,0,10,all,male,0.98688,1/1/20,13/03/2020,age distribution wrong date - use guilan totals to adjust,yes,1,1,0,0,,"digitized plot of % deaths by gender and age, 514 deaths included."
Iran,IRN1,10,20,all,male,0.98688,1/1/20,13/03/2020,age distribution wrong date - use guilan totals to adjust,yes,1,1,0,0,,"digitized plot of % deaths by gender and age, 514 deaths included."
Iran,IRN1,20,30,all,male,6.08576,1/1/20,13/03/2020,age distribution wrong date - use guilan totals to adjust,yes,1,1,0,0,,"digitized plot of % deaths by gender and age, 514 deaths included."
Iran,IRN1,30,40,all,male,15.2144,1/1/20,13/03/2020,age distribution wrong date - use guilan totals to adjust,yes,1,1,0,0,,"digitized plot of % deaths by gender and age, 514 deaths included."
Iran,IRN1,40,50,all,male,34.58192,1/1/20,13/03/2020,age distribution wrong date - use guilan totals to adjust,yes,1,1,0,0,,"digitized plot of % deaths by gender and age, 514 deaths included."
Iran,IRN1,50,60,all,male,73.76928,1/1/20,13/03/2020,age distribution wrong date - use guilan totals to adjust,yes,1,1,0,0,,"digitized plot of % deaths by gender and age, 514 deaths included."
Iran,IRN1,60,70,all,male,115.01264,1/1/20,13/03/2020,age distribution wrong date - use guilan totals to adjust,yes,1,1,0,0,,"digitized plot of % deaths by gender and age, 514 deaths included."
Iran,IRN1,70,80,all,male,85.24176,1/1/20,13/03/2020,age distribution wrong date - use guilan totals to adjust,yes,1,1,0,0,,"digitized plot of % deaths by gender and age, 514 deaths included."
Iran,IRN1,80,999,all,male,79.5672,1/1/20,13/03/2020,age distribution wrong date - use guilan totals to adjust,yes,1,1,0,0,,"digitized plot of % deaths by gender and age, 514 deaths included."
Sweden,SWE1,0,9,all,both,1,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,1,0,0,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,
Sweden,SWE1,10,19,all,both,0,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,1,0,0,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,
Sweden,SWE1,20,29,all,both,8,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,1,0,0,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,
Sweden,SWE1,30,39,all,both,12,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,1,0,0,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,
Sweden,SWE1,40,49,all,both,40,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,1,0,0,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,
Sweden,SWE1,50,59,all,both,132,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,1,0,0,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,
Sweden,SWE1,60,69,all,both,298,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,1,0,0,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,
Sweden,SWE1,70,79,all,both,934,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,1,0,0,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,
Sweden,SWE1,80,89,all,both,1756,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,1,0,0,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,
Sweden,SWE1,90,999,all,both,1085,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,1,0,0,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,
Sweden,SWE1,0,999,Blekinge,both,4,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,0,0,1,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,also we have time series by region
Sweden,SWE1,0,999,Dalarna,both,143,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,0,0,1,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,also we have time series by region
Sweden,SWE1,0,999,Gotland,both,6,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,0,0,1,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,also we have time series by region
Sweden,SWE1,0,999,Gavleborg,both,99,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,0,0,1,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,also we have time series by region
Sweden,SWE1,0,999,Halland,both,53,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,0,0,1,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,also we have time series by region
Sweden,SWE1,0,999,Jamtland H‰rjedalen,both,26,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,0,0,1,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,also we have time series by region
Sweden,SWE1,0,999,Jonkoping,both,131,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,0,0,1,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,also we have time series by region
Sweden,SWE1,0,999,Kalmar,both,35,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,0,0,1,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,also we have time series by region
Sweden,SWE1,0,999,Kronoberg,both,62,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,0,0,1,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,also we have time series by region
Sweden,SWE1,0,999,Norrbotten,both,42,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,0,0,1,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,also we have time series by region
Sweden,SWE1,0,999,Skane,both,170,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,0,0,1,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,also we have time series by region
Sweden,SWE1,0,999,Stockholm,both,2016,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,0,0,1,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,also we have time series by region
Sweden,SWE1,0,999,Sormland,both,221,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,0,0,1,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,also we have time series by region
Sweden,SWE1,0,999,Uppsala,both,167,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,0,0,1,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,also we have time series by region
Sweden,SWE1,0,999,Varmland,both,29,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,0,0,1,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,also we have time series by region
Sweden,SWE1,0,999,Vasterbotten,both,26,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,0,0,1,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,also we have time series by region
Sweden,SWE1,0,999,Vasternorrland,both,81,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,0,0,1,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,also we have time series by region
Sweden,SWE1,0,999,Vastmanland,both,135,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,0,0,1,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,also we have time series by region
Sweden,SWE1,0,999,Vastra Gotaland,both,511,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,0,0,1,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,also we have time series by region
Sweden,SWE1,0,999,Orebro,both,130,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,0,0,1,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,also we have time series by region
Sweden,SWE1,0,999,Ostergotland,both,179,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,0,0,1,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,also we have time series by region
Sweden,SWE1,0,999,all,male,2348,1/1/20,28/05/2020,regional distribution wrong date - use ecdc totals to adjust,yes,0,1,0,0,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/bekraftade-fall-i-sverige/,
